週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2025年8月第1週,ぶどう,109,149,90,2160,1728,1080,"今週の1日の平均入荷量は1,664トン。前週比では「なし」「アールスメロン」「ぶどう」等が増加。「すいか」が減少。全体では6%の増加
となった。前年同期比では「みかん」「すいか」「アールスメロン」が増加。「ネクタリン」「なし」「いちぢく」等が減少。全体では増減なしと
なった。市況は前週比で弱保合、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比増減なしとなった。佐賀県産「ハウスみかん」の価格は保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。
「なし」の1日平均入荷量は、前週比247%の増加となった。
「もも」の1日平均入荷量は、前週比19%の増加となった。
「すもも」の1日平均入荷量は、前週比4%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比49%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「シャインマス
「アールスメロン」の1日平均入荷量は、前週比62%の増加となった。
「すいか」の1日平均入荷量は、前週比15%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025081-pdf-1
2025年8月第1週,アールスメロン,33,162,103,3996,2441,1080,"今週の1日の平均入荷量は1,664トン。前週比では「なし」「アールスメロン」「ぶどう」等が増加。「すいか」が減少。全体では6%の増加
となった。前年同期比では「みかん」「すいか」「アールスメロン」が増加。「ネクタリン」「なし」「いちぢく」等が減少。全体では増減なしと
なった。市況は前週比で弱保合、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比増減なしとなった。佐賀県産「ハウスみかん」の価格は保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。
「なし」の1日平均入荷量は、前週比247%の増加となった。
「もも」の1日平均入荷量は、前週比19%の増加となった。
「すもも」の1日平均入荷量は、前週比4%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比49%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「シャインマス
「アールスメロン」の1日平均入荷量は、前週比62%の増加となった。
「すいか」の1日平均入荷量は、前週比15%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025081-pdf-1
2025年8月第1週,すいか,509,85,113,5940,4147,1080,"今週の1日の平均入荷量は1,664トン。前週比では「なし」「アールスメロン」「ぶどう」等が増加。「すいか」が減少。全体では6%の増加
となった。前年同期比では「みかん」「すいか」「アールスメロン」が増加。「ネクタリン」「なし」「いちぢく」等が減少。全体では増減なしと
なった。市況は前週比で弱保合、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比増減なしとなった。佐賀県産「ハウスみかん」の価格は保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。
「なし」の1日平均入荷量は、前週比247%の増加となった。
「もも」の1日平均入荷量は、前週比19%の増加となった。
「すもも」の1日平均入荷量は、前週比4%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比49%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「シャインマス
「アールスメロン」の1日平均入荷量は、前週比62%の増加となった。
「すいか」の1日平均入荷量は、前週比15%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025081-pdf-1
2025年8月第2週,みかん,30,58,149,540,502,324,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,りんご,66,100,92,,,,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,なし,271,141,100,,,,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,もも,206,83,105,7020,3402,1404,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,ネクタリン,4,97,62,3564,3132,2700,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,すもも,31,109,113,702,445,108,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,ぶどう,169,155,109,2160,1593,432,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,いちぢく,9,162,103,540,410,270,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,アールスメロン,64,193,204,3996,2592,1512,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第2週,すいか,267,52,85,5940,3996,648,"今週の1日の平均入荷量は1,428トン。前週比では「アールスメロン」「いちぢく」「ぶどう」等が増加。「すいか」「みかん」「もも」等が減
少。全体では9%の減少となった。前年同期比では「アールスメロン」「みかん」「すもも」等が増加。「ネクタリン」「すいか」「りんご」が減
少。全体では1%の減少となった。市況は前週比で弱含み、前年同期比で強含みとなった。
「みかん」の1日平均入荷量は、前週比42%の減少となった。佐賀県産「ハウスみかん」の価格は強保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比41%の増加となった。栃木県産「幸水」の価格は弱含みとなった。
「もも」の1日平均入荷量は、前週比17%の減少となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比3%の減少となった。長野県産の価格は弱保合となった。
「すもも」の1日平均入荷量は、前週比9%の増加となった。山梨県産の価格は弱保合となった。
「ぶどう」の1日平均入荷量は、前週比55%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比62%の増加となった。愛知県産の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比93%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比48%の減少となった。山形県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025082-pdf-1
2025年8月第3週,みかん,14,45,75,540,410,356,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,りんご,66,100,68,,,,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,なし,407,151,85,,,,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,もも,230,112,91,5940,3618,1080,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,ネクタリン,5,132,81,3780,2997,2376,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,すもも,36,116,112,702,432,108,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
2025年8月第3週,ぶどう,171,102,111,1728,1431,486,"今週の1日の平均入荷量は1,517トン。前週比では「いちぢく」「なし」「アールスメロン」等が増加。「みかん」「すいか」が減少。全体で
は6%の増加となった。前年同期比では「すもも」「ぶどう」が増加。「りんご」「みかん」「すいか」等が減少。全体では7%の減少となっ
た。市況は前週比で弱保合、前年同期比で保合となった。
「みかん」の1日平均入荷量は、前週比55%の減少となった。佐賀県産「ハウスみかん」の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比増減なしとなった。
「なし」の1日平均入荷量は、前週比51%の増加となった。栃木県産「幸水」の価格は弱保合となった。
「もも」の1日平均入荷量は、前週比12%の増加となった。福島県産の価格は強含みとなった。
「ネクタリン」の1日平均入荷量は、前週比32%の増加となった。長野県産の価格は弱含みとなった。
「すもも」の1日平均入荷量は、前週比16%の増加となった。山梨県産の価格は保合となった。
「ぶどう」の1日平均入荷量は、前週比2%の増加となった。山形県産「デラウェア」の価格は弱保合となった。山梨県産「巨峰」の価格
「いちぢく」の1日平均入荷量は、前週比52%の増加となった。愛知県産の価格は弱含みとなった。
「アールスメロン」の1日平均入荷量は、前週比36%の増加となった。茨城県産の価格は弱保合となった。
「すいか」の1日平均入荷量は、前週比28%の減少となった。山形県産の価格は弱保合となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2025-08-22-112810-838
